X,Y,OBJECTID,SAMPLE_DATE,TIME,TIMEZONE,DEPTH,LOCATION,LATITUDE,LONGITUDE,NAME,COUNT_,HAB_ID
-9213437.8055,3152661.1281,171769,2001/08/14 00:00:00+00,,,20,"Siesta Key; W of",27.23339,-82.76572,Karenia brevis,0,HABW010814-812
-9213437.8055,3152661.1281,171770,2001/08/14 00:00:00+00,,,0.5,"Siesta Key; W of",27.23339,-82.76572,Karenia brevis,0,HABW010814-813
-9209294.4941,3154753.2131,171771,2001/08/14 00:00:00+00,,,0.5,ECOHAB transect ft 7.5,27.250099,-82.7285,Karenia brevis,1000,HABW010814-814
-9205301.464,3156804.5352,171772,2001/08/14 00:00:00+00,,,20,ECO05,27.26648,-82.69263,Karenia brevis,0,HABW010814-815
-9205301.464,3156804.5352,171773,2001/08/14 00:00:00+00,,,0.5,ECO05,27.26648,-82.69263,Karenia brevis,0,HABW010814-816
-9201123.3095,3158998.8239,171774,2001/08/14 00:00:00+00,,,0.5,ECOHAB Transect ft 2.5,27.284,-82.655097,Karenia brevis,1000,HABW010814-817
-9197249.7252,3161011.812,171775,2001/08/14 00:00:00+00,,,20,"Lido Key; SW of",27.30007,-82.6203,Karenia brevis,0,HABW010814-818
-9197249.7252,3161014.3174,171776,2001/08/14 00:00:00+00,,,0.5,"Lido Key; SW of",27.30009,-82.6203,Karenia brevis,2000,HABW010814-819
-9194722.9954,3162832.0195,171777,2001/08/14 00:00:00+00,,,0.5,ECOHAB transect ft outside New Pass,27.314599,-82.597602,Karenia brevis,1000,HABW010814-820
-9192529.7788,3164962.2243,171778,2001/08/14 00:00:00+00,13:00,GMT,0.5,Bay Dock (Sarasota Bay)  ,27.3316,-82.5779,Karenia brevis,1000,HABW010814-821
-9192529.7788,3164962.2243,171779,2001/08/14 00:00:00+00,19:00,GMT,0.6,Bay Dock (Sarasota Bay)  ,27.3316,-82.5779,Karenia brevis,1000,HABW010814-822
-9193030.3825,3165162.7192,171780,2001/08/14 00:00:00+00,09:00,GMT,0.5,New Pass (Sarasota Bay) ,27.3332,-82.582397,Karenia brevis,12000,HABW010814-823
-9193030.3825,3165162.7192,171781,2001/08/14 00:00:00+00,15:00,GMT,0.6,New Pass (Sarasota Bay) ,27.3332,-82.582397,Karenia brevis,3000,HABW010814-824
-9190986.8906,3166123.8818,171782,2001/08/14 00:00:00+00,,,20,ECO00,27.34087,-82.56404,Karenia brevis,0,HABW010814-825
-9617080.0528,3504989.4518,171783,2001/08/15 00:00:00+00,,,0.5,"Miramar Beach; 25 mi S of",30.011199,-86.3917,Karenia brevis,0,HABW010815-801
-9616801.5314,3515574.0674,171784,2001/08/15 00:00:00+00,,,0.5,"Miramar Beach; 19 mi S of",30.0935,-86.389198,Karenia brevis,0,HABW010815-802
-9624660.9101,3525974.0876,171785,2001/08/15 00:00:00+00,,,0.5,"Henderson Beach State Park; 14 mi S of",30.174299,-86.4598,Karenia brevis,0,HABW010815-803
-9627610.5426,3536473.1078,171786,2001/08/15 00:00:00+00,,,0.5,"East Pass; 8.6 mi S of",30.2558,-86.486297,Karenia brevis,0,HABW010815-804
-9629637.0026,3547806.2214,171787,2001/08/15 00:00:00+00,,,0.5,"East Pass; 2.6 mi S of",30.3437,-86.504501,Karenia brevis,0,HABW010815-805
-9190782.2854,3160188.7941,171788,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; Big Pass 2",27.2935,-82.562202,Karenia brevis,5000,HABW010815-806
-9195902.7593,3161905.1609,171789,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; Big Pass 1",27.307201,-82.6082,Karenia brevis,7000,HABW010815-807
-9188677.6791,3162118.0147,171790,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 11-5",27.3089,-82.543296,Karenia brevis,5000,HABW010815-808
-9189858.2223,3162569.04,171791,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 10-5",27.3125,-82.553901,Karenia brevis,9000,HABW010815-809
-9189178.8395,3163408.487,171792,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 11-4",27.3192,-82.547798,Karenia brevis,0,HABW010815-810
-9191672.3961,3164623.7704,171793,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 10-4",27.328899,-82.570198,Karenia brevis,0,HABW010815-811
-9193252.9102,3164899.5703,171794,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 10-3",27.3311,-82.584396,Karenia brevis,0,HABW010815-812
-9192529.7788,3164962.2243,171795,2001/08/15 00:00:00+00,14:10,GMT,0.5,Bay Dock (Sarasota Bay)  ,27.3316,-82.5779,Karenia brevis,0,HABW010815-813
-9192529.7788,3164962.2243,171796,2001/08/15 00:00:00+00,20:45,GMT,0.6,Bay Dock (Sarasota Bay)  ,27.3316,-82.5779,Karenia brevis,0,HABW010815-814
-9193030.3825,3165162.7192,171797,2001/08/15 00:00:00+00,10:10,GMT,0.5,New Pass (Sarasota Bay) ,27.3332,-82.582397,Karenia brevis,4000,HABW010815-815
-9193030.3825,3165162.7192,171798,2001/08/15 00:00:00+00,16:45,GMT,0.6,New Pass (Sarasota Bay) ,27.3332,-82.582397,Karenia brevis,0,HABW010815-816
-9191371.7221,3165425.8731,171799,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 10-2",27.3353,-82.567497,Karenia brevis,6000,HABW010815-817
-9189769.0554,3165977.2595,171800,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 11-3",27.3397,-82.5531,Karenia brevis,0,HABW010815-818
-9190815.4586,3167681.6829,171801,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 11-2",27.3533,-82.5625,Karenia brevis,2000,HABW010815-819
-9193320.0358,3167819.5498,171802,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 10-1",27.3544,-82.584999,Karenia brevis,0,HABW010815-820
-9190904.6255,3168797.0656,171803,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 11-1",27.362199,-82.563301,Karenia brevis,0,HABW010815-821
-9195902.7593,3170326.3346,171804,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 7-1",27.374399,-82.6082,Karenia brevis,0,HABW010815-822
-9193164.5225,3170890.5772,171805,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 8-1",27.3789,-82.583602,Karenia brevis,0,HABW010815-823
-9191672.3961,3170940.5967,171806,2001/08/15 00:00:00+00,,,0.5,"Sarasota Bay; 8-2",27.379299,-82.570198,Karenia brevis,0,HABW010815-824
-9190347.4715,3098568.8941,171807,2001/08/16 00:00:00+00,,,0.5,Englewood offshore,26.8005,-82.558296,Karenia brevis,333,HABW010816-801
-9168417.6431,3107987.9863,171808,2001/08/16 00:00:00+00,,,0.5,Englewood offshore,26.875999,-82.361297,Karenia brevis,1670000,HABW010816-802
-9166046.4266,3108799.2061,171809,2001/08/16 00:00:00+00,,,0.5,Englewood offshore,26.882499,-82.339996,Karenia brevis,333,HABW010816-803
-9166692.7476,3113505.3264,171810,2001/08/16 00:00:00+00,,,0.5,Englewood offshore,26.9202,-82.345802,Karenia brevis,0,HABW010816-804
-9156952.0695,3087498.4171,171811,2001/08/16 00:00:00+00,,,0.5,Boca Grande Pass ,26.7117,-82.2583,Karenia brevis,333,HABW010816-805
-9158332.2086,3094191.905,171812,2001/08/16 00:00:00+00,,,0.5,"Gasparilla Island; middle gulf South ",26.765399,-82.270698,Karenia brevis,1000,HABW010816-806
-9159423.3622,3100522.959,171813,2001/08/16 00:00:00+00,,,0.5,Gasparilla Pass ,26.816167,-82.2805,Karenia brevis,3000,HABW010816-807
-9181141.9062,3125545.7279,171814,2001/08/16 00:00:00+00,12:49,GMT,10,Mote VS05,27.016599,-82.475601,Karenia brevis,577000,HABW010816-808
-9181141.9062,3125545.7279,171815,2001/08/16 00:00:00+00,12:49,GMT,20,Mote VS05,27.016599,-82.475601,Karenia brevis,0,HABW010816-809
-9181141.9062,3125545.7279,171816,2001/08/16 00:00:00+00,12:49,GMT,0.5,Mote VS05,27.016599,-82.475601,Karenia brevis,1000,HABW010816-810
-9178180.3625,3126795.3359,171817,2001/08/16 00:00:00+00,12:08,GMT,10,Mote VS04,27.026599,-82.448997,Karenia brevis,253000,HABW010816-811
-9178180.3625,3126795.3359,171818,2001/08/16 00:00:00+00,12:08,GMT,20,Mote VS04,27.026599,-82.448997,Karenia brevis,1000,HABW010816-812
-9178180.3625,3126795.3359,171819,2001/08/16 00:00:00+00,12:08,GMT,0.5,Mote VS04,27.026599,-82.448997,Karenia brevis,19000,HABW010816-813
-9176455.4669,3128170.0331,171820,2001/08/16 00:00:00+00,11:49,GMT,20,Mote VS03,27.037599,-82.433502,Karenia brevis,0,HABW010816-814
-9176455.4669,3128170.0331,171821,2001/08/16 00:00:00+00,11:49,GMT,0.5,Mote VS03,27.037599,-82.433502,Karenia brevis,3000,HABW010816-815
-9177401.5713,3129332.3823,171822,2001/08/16 00:00:00+00,11:31,GMT,10,Mote VS02,27.046899,-82.442001,Karenia brevis,0,HABW010816-816
-9177401.5713,3129332.3823,171823,2001/08/16 00:00:00+00,11:31,GMT,20,Mote VS02,27.046899,-82.442001,Karenia brevis,0,HABW010816-817
-9177401.5713,3129332.3823,171824,2001/08/16 00:00:00+00,11:31,GMT,0.5,Mote VS02,27.046899,-82.442001,Karenia brevis,9000,HABW010816-818
-9178537.0301,3130232.4566,171825,2001/08/16 00:00:00+00,11:03,GMT,20,Mote VSO1,27.0541,-82.452201,Karenia brevis,16000,HABW010816-819
-9178537.0301,3130232.4566,171826,2001/08/16 00:00:00+00,11:03,GMT,0.5,Mote VSO1,27.0541,-82.452201,Karenia brevis,149000,HABW010816-820
-9183012.0736,3130982.4586,171827,2001/08/16 00:00:00+00,13:02,GMT,0.5,Mote VSFT08,27.0601,-82.492401,Karenia brevis,1000,HABW010816-821
-9184058.3655,3134595.5301,171828,2001/08/16 00:00:00+00,13:27,GMT,10,Mote VS06,27.089,-82.5018,Karenia brevis,327000,HABW010816-822
-9184058.3655,3134595.5301,171829,2001/08/16 00:00:00+00,13:27,GMT,20,Mote VS06,27.089,-82.5018,Karenia brevis,0,HABW010816-823
-9184058.3655,3134595.5301,171830,2001/08/16 00:00:00+00,13:27,GMT,0.5,Mote VS06,27.089,-82.5018,Karenia brevis,0,HABW010816-824
-9180662.8984,3135595.853,171831,2001/08/16 00:00:00+00,10:35,GMT,0.5,Mote VSFT07,27.097,-82.471298,Karenia brevis,6000,HABW010816-825
-9181331.2606,3136521.2153,171832,2001/08/16 00:00:00+00,13:27,GMT,20,Mote VS07,27.1044,-82.477302,Karenia brevis,196000,HABW010816-826
-9181331.2606,3136521.2153,171833,2001/08/16 00:00:00+00,13:43,GMT,0.5,Mote VS07,27.1044,-82.477302,Karenia brevis,196000,HABW010816-827
-9182644.274,3139097.5462,171834,2001/08/16 00:00:00+00,10:25,GMT,0.5,Mote VSFT06,27.125,-82.489097,Karenia brevis,211000,HABW010816-828
-9184703.7959,3142312.2468,171835,2001/08/16 00:00:00+00,10:17,GMT,0.5,Mote VSFT05,27.150699,-82.507598,Karenia brevis,32000,HABW010816-829
-9186106.8668,3145728.0274,171836,2001/08/16 00:00:00+00,10:07,GMT,0.5,Mote VSFT04,27.177999,-82.520202,Karenia brevis,3000,HABW010816-830
-9189802.2286,3149833.1996,171837,2001/08/16 00:00:00+00,10:00,GMT,0.5,Mote VSFT03,27.2108,-82.553398,Karenia brevis,4000,HABW010816-831
-9191839.7093,3152775.0585,171838,2001/08/16 00:00:00+00,09:51,GMT,0.5,Mote VSFT02,27.2343,-82.571701,Karenia brevis,5000,HABW010816-832
-9194355.3071,3156832.0869,171839,2001/08/16 00:00:00+00,09:34,GMT,0.5,Mote VSFT01,27.2667,-82.594299,Karenia brevis,1000,HABW010816-833
-9197249.7252,3161014.3174,171840,2001/08/16 00:00:00+00,09:33,GMT,0.5,"Lido Key; SW of",27.30009,-82.6203,Karenia brevis,1000,HABW010816-834
-9192529.7788,3164962.2243,171841,2001/08/16 00:00:00+00,14:20,GMT,0.5,Bay Dock (Sarasota Bay)  ,27.3316,-82.5779,Karenia brevis,5000,HABW010816-835
-9193030.3825,3165162.7192,171842,2001/08/16 00:00:00+00,10:25,GMT,0.5,New Pass (Sarasota Bay) ,27.3332,-82.582397,Karenia brevis,1000,HABW010816-836
-9207579.7287,3121472.7778,171843,2001/08/16 00:00:00+00,11:55,GMT,0.5,Sarasota Co.,26.983999,-82.713096,Karenia brevis,0,HABW010816-837
-9203472.4847,3131357.4746,171844,2001/08/16 00:00:00+00,11:45,GMT,0.5,Sarasota Co.,27.0631,-82.6762,Karenia brevis,0,HABW010816-838
-9197016.1769,3141711.8814,171845,2001/08/16 00:00:00+00,11:30,GMT,0.5,Sarasota Co.,27.1459,-82.618202,Karenia brevis,0,HABW010816-839
-9191783.6042,3158309.815,171846,2001/08/16 00:00:00+00,11:00,GMT,0.5,Sarasota Co.,27.278499,-82.571197,Karenia brevis,0,HABW010816-840
-9208281.2641,3163433.5459,171847,2001/08/16 00:00:00+00,15:38,GMT,0.5,Sarasota Co.,27.3194,-82.719398,Karenia brevis,0,HABW010816-841
-9159423.3622,3100522.959,171848,2001/08/17 00:00:00+00,,,0.5,Gasparilla Pass ,26.816167,-82.2805,Karenia brevis,0,HABW010817-801
-9159423.3622,3100522.959,171849,2001/08/17 00:00:00+00,,,0.5,Gasparilla Pass ,26.816167,-82.2805,Karenia brevis,0,HABW010817-802
-9163174.9404,3104094.905,171850,2001/08/17 00:00:00+00,,,0.5,Don Pedro isl 1 mi w of,26.8448,-82.314201,Karenia brevis,0,HABW010817-803
-9165972.6218,3110817.2242,171851,2001/08/17 00:00:00+00,,,0.5,Stump Pass (Lemon Bay) ,26.898667,-82.339333,Karenia brevis,0,HABW010817-804
-9264097.302,3167393.2948,171852,2001/08/17 00:00:00+00,,,20,ECO6,27.350999,-83.220802,Karenia brevis,0,HABW010817-805
-9264097.302,3167393.2948,171853,2001/08/17 00:00:00+00,,,0.5,ECO6,27.350999,-83.220802,Karenia brevis,0,HABW010817-806
-9254835.6317,3172319.7769,171854,2001/08/17 00:00:00+00,,,20,ECO5,27.3903,-83.137603,Karenia brevis,0,HABW010817-807
-9254835.6317,3172319.7769,171855,2001/08/17 00:00:00+00,,,0.5,ECO5,27.3903,-83.137603,Karenia brevis,0,HABW010817-808
-9245184.2319,3177159.9661,171856,2001/08/17 00:00:00+00,,,20,ECO4,27.428899,-83.050903,Karenia brevis,0,HABW010817-809
-9245184.2319,3177159.9661,171857,2001/08/17 00:00:00+00,,,0.5,ECO4,27.428899,-83.050903,Karenia brevis,0,HABW010817-810
-9236156.1099,3181738.6299,171858,2001/08/17 00:00:00+00,,,20,ECO3,27.4654,-82.969802,Karenia brevis,0,HABW010817-811
-9236156.1099,3181738.6299,171859,2001/08/17 00:00:00+00,,,0.5,ECO3,27.4654,-82.969802,Karenia brevis,0,HABW010817-812
-9226694.0645,3186531.9138,171860,2001/08/17 00:00:00+00,,,20,ECO2,27.503599,-82.884803,Karenia brevis,0,HABW010817-813
-9226694.0645,3186531.9138,171861,2001/08/17 00:00:00+00,,,0.5,ECO2,27.503599,-82.884803,Karenia brevis,667,HABW010817-814
-9217409.5737,3187197.0993,171862,2001/08/17 00:00:00+00,,,20,ECO1,27.508899,-82.801399,Karenia brevis,0,HABW010817-815
-9217409.5737,3187197.0993,171863,2001/08/17 00:00:00+00,,,0.5,ECO1,27.508899,-82.801399,Karenia brevis,0,HABW010817-816
-9684228.3036,3508088.0083,171864,2001/08/18 00:00:00+00,,,0.5,Ft. Walton Beach 30 mi offshore,30.035299,-86.994903,Karenia brevis,0,HABW010818-801
-9646579.7178,3530649.2068,171865,2001/08/18 00:00:00+00,,,0.5,Ft. Walton Beach 20 mi offshore,30.210599,-86.6567,Karenia brevis,0,HABW010818-802
-9646546.5446,3536189.459,171866,2001/08/18 00:00:00+00,,,0.5,Ft. Walton Beach 10 mi offshore,30.253599,-86.656402,Karenia brevis,0,HABW010818-803
-9636438.1783,3545690.8381,171867,2001/08/18 00:00:00+00,,,0.5,Ft. Walton Beach 5 mi offshore,30.327299,-86.565597,Karenia brevis,0,HABW010818-804
-9632798.0309,3549728.3148,171868,2001/08/18 00:00:00+00,,,0.5,Ft. Walton Beach 1 mi offshore,30.3586,-86.532897,Karenia brevis,0,HABW010818-805
-9118613.8595,2832472.7912,171869,2001/08/19 00:00:00+00,,,0.5,Florida Keys offshore,24.647199,-81.913902,Karenia brevis,0,HABW010819-801
-9130057.2805,2836895.0134,171870,2001/08/19 00:00:00+00,,,0.5,Key West offshore,24.6833,-82.0167,Karenia brevis,0,HABW010819-802
-9146755.4268,2845068.8567,171871,2001/08/19 00:00:00+00,,,0.5,Key West offshore,24.75,-82.166702,Karenia brevis,0,HABW010819-803
-9159735.2794,2849151.2922,171872,2001/08/19 00:00:00+00,,,0.5,Key West offshore,24.7833,-82.283302,Karenia brevis,0,HABW010819-804
-9172414.4581,2855283.0109,171873,2001/08/19 00:00:00+00,,,0.5,Key West offshore,24.833299,-82.397201,Karenia brevis,0,HABW010819-805
-9185717.0259,2859380.4603,171874,2001/08/19 00:00:00+00,,,0.5,Key West offshore,24.866699,-82.5167,Karenia brevis,0,HABW010819-806
-9198396.2046,2867554.2532,171875,2001/08/19 00:00:00+00,,,0.5,Key West offshore,24.9333,-82.630599,Karenia brevis,0,HABW010819-807
-9248790.3155,3387322.448,171876,2001/08/19 00:00:00+00,,,0.5,Cedar Key offshore,29.091699,-83.083297,Karenia brevis,0,HABW010819-808
-9291648.5421,3387526.2748,171877,2001/08/19 00:00:00+00,,,0.5,Cedar Key - 20 mi offshore,29.093299,-83.468299,Karenia brevis,0,HABW010819-809
-9276999.0084,3387742.8442,171878,2001/08/19 00:00:00+00,,,0.5,Cedar Key 10 mi offshore,29.094999,-83.3367,Karenia brevis,0,HABW010819-810
-9261970.6545,3387959.5447,171879,2001/08/19 00:00:00+00,,,0.5,Cedar Key - 5 mi offshore,29.0967,-83.201698,Karenia brevis,0,HABW010819-811
-9306498.5621,3388800.3915,171880,2001/08/19 00:00:00+00,,,0.5,Cedar Key offshore,29.1033,-83.601699,Karenia brevis,0,HABW010819-812
-9165972.6218,3110817.2242,171881,2001/08/20 00:00:00+00,,,0.5,Stump Pass (Lemon Bay) ,26.898667,-82.339333,Karenia brevis,72000,HABW010820-801
-9211186.9254,3190310.2172,171882,2001/08/20 00:00:00+00,,,0.5,"Anna Maria Island; W of  ",27.5337,-82.7455,Karenia brevis,0,HABW010820-802
-9248790.3155,3387322.448,171883,2001/08/21 00:00:00+00,,,0.5,Cedar Key offshore,29.091699,-83.083297,Karenia brevis,0,HABW010821-801
-9291648.5421,3387526.2748,171884,2001/08/21 00:00:00+00,,,0.5,Cedar Key - 20 mi offshore,29.093299,-83.468299,Karenia brevis,0,HABW010821-802
-9276995.3348,3387742.8442,171885,2001/08/21 00:00:00+00,,,0.5,Cedar Key - 10 mi offshore,29.094999,-83.336667,Karenia brevis,0,HABW010821-803
-9261970.6545,3387959.5447,171886,2001/08/21 00:00:00+00,,,0.5,Cedar Key - 5 mi offshore,29.0967,-83.201698,Karenia brevis,0,HABW010821-804
-9306498.5621,3388800.3915,171887,2001/08/21 00:00:00+00,,,0.5,Cedar Key offshore,29.1033,-83.601699,Karenia brevis,0,HABW010821-805
-9158677.8556,3087735.195,171888,2001/08/21 00:00:00+00,,,0.5,"Boca Grande Pass; 1 mi West",26.7136,-82.273803,Karenia brevis,3186000,HABW010821-806
-9156952.0695,3087498.4171,171889,2001/08/21 00:00:00+00,,,0.5,Boca Grande Pass ,26.7117,-82.2583,Karenia brevis,120000,HABW010821-807
-9153578.6437,3090938.1902,171890,2001/08/21 00:00:00+00,,,0.5,"Gasparilla Sound; mkr 1; East of",26.739299,-82.227996,Karenia brevis,35000,HABW010821-808
-9159423.3622,3100522.959,171891,2001/08/21 00:00:00+00,,,0.5,Gasparilla Pass ,26.816167,-82.2805,Karenia brevis,3586000,HABW010821-809
-9159423.3622,3100522.959,171892,2001/08/21 00:00:00+00,,,0.5,Gasparilla Pass ,26.816167,-82.2805,Karenia brevis,80000,HABW010821-810
-9156317.5484,3100552.022,171893,2001/08/21 00:00:00+00,,,0.5,"Catfish Creek; mouth of (Gasparilla Sound) ",26.8164,-82.2526,Karenia brevis,25000,HABW010821-811
-9162472.4031,3088107.8165,171894,2001/08/21 00:00:00+00,13:11,GMT,10,BS 04,26.71659,-82.30789,Karenia brevis,821000,HABW010821-812
-9162472.4031,3088107.8165,171895,2001/08/21 00:00:00+00,13:11,GMT,20,BS 04,26.71659,-82.30789,Karenia brevis,31000,HABW010821-813
-9162472.4031,3088107.8165,171896,2001/08/21 00:00:00+00,13:11,GMT,0.5,BS 04,26.71659,-82.30789,Karenia brevis,63000,HABW010821-814
-9161768.8639,3093079.9481,171897,2001/08/21 00:00:00+00,13:31,GMT,0.5,BSF 04,26.75648,-82.30157,Karenia brevis,1113000,HABW010821-815
-9164299.1559,3098257.1068,171898,2001/08/21 00:00:00+00,12:34,GMT,10,BS 03,26.798,-82.3243,Karenia brevis,472000,HABW010821-816
-9164299.1559,3098257.1068,171899,2001/08/21 00:00:00+00,12:34,GMT,20,BS 03,26.798,-82.3243,Karenia brevis,17000,HABW010821-817
-9164299.1559,3098257.1068,171900,2001/08/21 00:00:00+00,12:34,GMT,0.5,BS 03,26.798,-82.3243,Karenia brevis,178000,HABW010821-818
-9163208.2249,3103645.758,171901,2001/08/21 00:00:00+00,14:05,GMT,10,BS 05,26.8412,-82.3145,Karenia brevis,6767000,HABW010821-819
-9163208.2249,3103645.758,171902,2001/08/21 00:00:00+00,14:05,GMT,20,BS 05,26.8412,-82.3145,Karenia brevis,32000,HABW010821-820
-9163208.2249,3103645.758,171903,2001/08/21 00:00:00+00,14:05,GMT,0.5,BS 05,26.8412,-82.3145,Karenia brevis,23634000,HABW010821-821
-9168189.7721,3106611.6402,171904,2001/08/21 00:00:00+00,14:37,GMT,10,BS 06,26.86497,-82.35925,Karenia brevis,2123000,HABW010821-822
-9168189.7721,3106611.6402,171905,2001/08/21 00:00:00+00,14:37,GMT,20,BS 06,26.86497,-82.35925,Karenia brevis,320000,HABW010821-823
-9168189.7721,3106611.6402,171906,2001/08/21 00:00:00+00,14:37,GMT,0.5,BS 06,26.86497,-82.35925,Karenia brevis,558000,HABW010821-824
-9172492.2704,3113405.4481,171907,2001/08/21 00:00:00+00,11:33,GMT,10,BS 02,26.9194,-82.3979,Karenia brevis,560000,HABW010821-825
-9172492.2704,3113405.4481,171908,2001/08/21 00:00:00+00,11:33,GMT,20,BS 02,26.9194,-82.3979,Karenia brevis,202000,HABW010821-826
-9172492.2704,3113405.4481,171909,2001/08/21 00:00:00+00,11:33,GMT,0.5,BS 02,26.9194,-82.3979,Karenia brevis,792000,HABW010821-827
-9191744.9764,3120606.7409,171910,2001/08/21 00:00:00+00,12:16,GMT,20,DRFT 04,26.977066,-82.57085,Karenia brevis,0,HABW010821-828
-9191744.9764,3120606.7409,171911,2001/08/21 00:00:00+00,12:16,GMT,0.5,DRFT 04,26.977066,-82.57085,Karenia brevis,0,HABW010821-829
-9181410.7428,3121087.6577,171912,2001/08/21 00:00:00+00,13:00,GMT,20,DRFT 06,26.980916,-82.478016,Karenia brevis,0,HABW010821-830
-9181410.7428,3121087.6577,171913,2001/08/21 00:00:00+00,13:00,GMT,0.5,DRFT 06,26.980916,-82.478016,Karenia brevis,0,HABW010821-831
-9186616.8214,3121087.6577,171914,2001/08/21 00:00:00+00,12:38,GMT,20,DRFT 05,26.980916,-82.524783,Karenia brevis,0,HABW010821-832
-9186616.8214,3121087.6577,171915,2001/08/21 00:00:00+00,12:38,GMT,0.5,DRFT 05,26.980916,-82.524783,Karenia brevis,0,HABW010821-833
-9177774.3803,3121105.6456,171916,2001/08/21 00:00:00+00,11:11,GMT,0.5,BSF 03,26.98106,-82.44535,Karenia brevis,2000,HABW010821-834
-9179136.9308,3122780.8657,171917,2001/08/21 00:00:00+00,15:50,GMT,10,BS 07,26.99447,-82.45759,Karenia brevis,87000,HABW010821-835
-9179136.9308,3122780.8657,171918,2001/08/21 00:00:00+00,15:50,GMT,20,BS 07,26.99447,-82.45759,Karenia brevis,26000,HABW010821-836
-9179136.9308,3122780.8657,171919,2001/08/21 00:00:00+00,15:50,GMT,0.5,BS 07,26.99447,-82.45759,Karenia brevis,6000,HABW010821-837
-9180499.4814,3124442.0417,171920,2001/08/21 00:00:00+00,13:45,GMT,20,DO1A,27.007766,-82.46983,Karenia brevis,41000,HABW010821-838
-9180499.4814,3124442.0417,171921,2001/08/21 00:00:00+00,13:45,GMT,0.5,DO1A,27.007766,-82.46983,Karenia brevis,11000,HABW010821-839
-9180946.9858,3125763.2767,171922,2001/08/21 00:00:00+00,10:06,GMT,10,BS 01,27.01834,-82.47385,Karenia brevis,341000,HABW010821-840
-9180946.9858,3125763.2767,171923,2001/08/21 00:00:00+00,10:06,GMT,20,BS 01,27.01834,-82.47385,Karenia brevis,4000,HABW010821-841
-9180946.9858,3125763.2767,171924,2001/08/21 00:00:00+00,10:06,GMT,0.5,BS 01,27.01834,-82.47385,Karenia brevis,265000,HABW010821-842
-9185655.8002,3125766.5255,171925,2001/08/21 00:00:00+00,,,20,DRFT 02,27.018366,-82.51615,Karenia brevis,0,HABW010821-843
-9185655.8002,3125766.5255,171926,2001/08/21 00:00:00+00,,,0.5,DRFT 02,27.018366,-82.51615,Karenia brevis,2000,HABW010821-844
-9191500.0735,3125849.8722,171927,2001/08/21 00:00:00+00,,,20,DRFT 03,27.019033,-82.56865,Karenia brevis,0,HABW010821-845
-9191500.0735,3125849.8722,171928,2001/08/21 00:00:00+00,,,0.5,DRFT 03,27.019033,-82.56865,Karenia brevis,0,HABW010821-846
-9191800.6361,3130496.9527,171929,2001/08/21 00:00:00+00,14:51,GMT,20,DRFT 09,27.056216,-82.57135,Karenia brevis,0,HABW010821-847
-9191800.6361,3130496.9527,171930,2001/08/21 00:00:00+00,14:51,GMT,0.5,DRFT 09,27.056216,-82.57135,Karenia brevis,2000,HABW010821-848
-9186284.7553,3130601.2026,171931,2001/08/21 00:00:00+00,14:32,GMT,20,DRFT 08,27.05705,-82.5218,Karenia brevis,0,HABW010821-849
-9186284.7553,3130601.2026,171932,2001/08/21 00:00:00+00,14:32,GMT,0.5,DRFT 08,27.05705,-82.5218,Karenia brevis,0,HABW010821-850
-9181297.6422,3130859.4555,171933,2001/08/21 00:00:00+00,14:10,GMT,20,DRFT 07,27.059116,-82.477,Karenia brevis,8000,HABW010821-851
-9181297.6422,3130859.4555,171934,2001/08/21 00:00:00+00,14:10,GMT,0.5,DRFT 07,27.059116,-82.477,Karenia brevis,12000,HABW010821-852
-9182878.3789,3132870.141,171935,2001/08/21 00:00:00+00,09:44,GMT,0.5,BSF 02,27.0752,-82.4912,Karenia brevis,139000,HABW010821-853
-9186117.7761,3142112.2055,171936,2001/08/21 00:00:00+00,09:24,GMT,0.5,BSF 01,27.1491,-82.5203,Karenia brevis,1000,HABW010821-854
-9199372.1426,3171034.7442,171937,2001/08/21 00:00:00+00,09:59,GMT,0.5,LB1,27.38005,-82.639366,Karenia brevis,0,HABW010821-855
-9210362.9386,3210297.8162,171938,2001/08/22 00:00:00+00,15:05,GMT,1,Pass-A-Grille,27.6928,-82.738098,Karenia brevis,0,HABW010822-801
-9210441.0848,3212397.3838,171939,2001/08/22 00:00:00+00,15:51,GMT,1.5,Don Cesar Resort,27.709499,-82.7388,Karenia brevis,0,HABW010822-802
-9210719.6062,3213692.6902,171940,2001/08/22 00:00:00+00,15:23,GMT,1.5,Lido Beach ,27.7198,-82.741302,Karenia brevis,0,HABW010822-803
